,names,gender
2487,umakant,male
3307,bimlesh,male
13956,priyanka ,female
3765,kayamuddin,male
12922,rabita,female
12436,dhamini,female
9727,aakanksha,female
2286,charnjeet singh,male
12185,surjeet kaur,female
5954,hukma ram,male
9271,konika,female
12789,bala,female
4466,vikas kumar singh ,male
6400,bisto,male
11176,smt bahvarkali,female
3272,balak singh,male
9086,kamini sharma,female
10322,sushila devi,female
1380,birender kishor bhala,male
13171,ganga devi,female
3917,dinesh mishra,male
3100,sidarth sharma,male
8511,dimpal,male
11157,aarti singh ,female
2201,sansaar singh,male
11764,km guddiya,female
11722,pinku devi ,female
9197,khushnudi begum,female
11836,tumpa das ,female
9216,smts. shakuntala,female
8694,radhabai,female
5390,ramsurat,male
14848,bebi devi,female
7261,abhishek,male
3787,baksi,male
6372,bharat bhushan koushik,male
7605,jitendra singh,male
3548,kuldeep kumar,male
4388,jaffar,male
12557,suhani,female
2717,kuwarjeet sharma ,male
14377,satwinder kaur,female
14422,sheela nain,female
268,durgesh,male
11169,rishu,female
6327,vivek chabra,male
5522,manoj yadav ,male
6301,ashiqu,male
9687,twenkle,female
6514,rajpal sharma ,male
10416,rakhi kumari,female
7134,abhishek tripathi,male
10036,uma kumari,female
418,kulwinder singh,male
13921,virjiniya,female
424,jitender sehrawat,male
510,yashin ,male
1260,jasvinder,male
8814,tulki lauhar,female
566,bhagwan dass,male
13315,ritu sharma,female
15062,seeta behen,female
4927,mukesh,male
198,jaisigh,male
14959,prachi,female
7493,dhrambir,male
2437,aashu,male
8520,seema gujar,female
4230,keshav dutt,male
12575,annu sharma,female
6998,navi alam,male
11750,budhwanti ,female
11042,minakxi,female
10687,mira devi,female
13227,gulfsa,female
3701,preeti,male
12880,bimla marman,female
5416,vivekanand mishra ,male
11296,arti devi ,female
8009,shubham thapa,male
10838,pooja bhatt,female
8611,kasturi bai,female
10396,badru nisha,female
2150,ankit rawat,male
2863,varun kumar,male
3731,yatharth ,male
1750,mohd sabir anjar,male
6135,mangal,male
9969,priya gautam,female
13305,kamla devi bairwa,female
300,ram dass,male
7565,madan mohan,male
14912,smt. kavita,female
12080,radha bai,female
457,mohd useel,male
6452,pankaj ,male
14723,hema khatun,female
5728,md sahid,male
5905,dinesh ,male
3258,shamsher  singh,male
4096,shi8vprakash,male
109,pawan kumar ,male
195,majid,male
9002,rubi khan,female
7410,amrit,male
2252,ajay singh ,male
5414,praveen bharti,male
3526,mahboob,male
7902,shashi bhushan,male
4751,aadish,male
7774,rajendra podhar,male
9178,veenu,female
7471,vijay pratap,male
1697,husain mohommad,male
11235,parul devi,female
13820,yukilal,female
4181,gunanidhi,male
1149,ramdhin gujair,male
2219,narendra kumar jain,male
1717,prateek bahl,male
11961,priyanka  jatav,female
3806,ramulu bumulu,male
7692,wazid husain,male
14215,geeta saini,female
1802,zameer ahmed,male
1175,rambrij,male
8047,isthar ,male
3081,manoj sahni,male
2075,pankaj ,male
11370,sonam kumari,female
7309,lovly ,male
5781,chaman gupta,male
8193,tapan  kumar,male
2050,partab chand soni,male
4459,rahul roy,male
9581,mariyam ,female
8148,harikishan,male
13166,baby shine,female
13916,chandni,female
14586,lalita choudhry,female
1385,balwan,male
12114,munjira bibi,female
13159,jharna,female
2621,sanjay ,male
2291,kanta prasad,male
3683,chhitar mal,male
10359,anjum heena,female
12788,sumita devi,female
14792,smt ramila,female
10169,deepika,female
14893,ratna vati sahu,female
7900,deepanshu,male
3625,sujeet haldal,male
4720,dabu,male
532,ramvir,male
9999,salu,female
12996,kitti,female
9032,varda khan,female
11170,juhi ,female
3980,karan,male
13282,juna ,female
3780,sher singh,male
14854,yinita,female
8433,baban mishra,male
5804,gurbachan singh ,male
12497,smt sharshwati kanwar,female
847,mithu lal,male
4603,ram siroman,male
13587,sayada,female
11903,shirishty,female
5202,irfan,male
11397,gurpreet kaur,female
12378,supriya,female
11900,nagia,female
5913,asha ram,male
11217,manpreet kaur ,female
9593,guddo ,female
10458,swata mishra,female
11341,hema sharma,female
3694,bheema,male
13873,kosalya ,female
210,nazeem,male
3573,pushank,male
12030,smt rajbala,female
1357,suresh chander,male
14548,naina bwgum,female
7652,rajesh kumar gupta,male
12010,mohini singh,female
2413,jagan,male
1814,ashish rout,male
1366,raj a,male
6610,chanchal,male
4997,nagender,male
281,ram ratan,male
648,rada sharn,male
5280,balmiki chauhan ,male
872,chandu ikbal ,male
5285,rajendar sen,male
11916,priti priya,female
14384,nirwat,female
9056,smt kusumlatta,female
10091,smt. krishna devi ,female
5840,mahender verma,male
6054,sawan kumar,male
12508,lalita gameti,female
4394,mukul,male
7737,asiwani kumar,male
5876,rahmat ,male
5304,avinash jha,male
5379,yash goyal,male
9252,madhu ishmta,female
4860,manikchand,male
14872,smt- ranikhan,female
14217,hemlata ,female
10795,माया,female
8305,nishant,male
8577,husno,female
12094,neemi,female
2779,vasuki thakur,male
3666,raman,male
3613,tepu mohd,male
3985,shahnawaz shah,male
9338,iesha,female
2901,lilu ram,male
445,raman kumar,male
659,hari ram sani,male
10438,kavita kanwar,female
8199,shivam rajpurohit,male
14505,meena turi,female
1642,anooj patava,male
10031,sundga,female
13527,sarojni,female
11742,kumari shima devi,female
2990,hansraj meena,male
749,babram,male
14787,smt. sandya jain,female
5701,mukul tiwari,male
14667,km ujama khatun,female
13816,smt purnima,female
9008,nitu pipliwal,female
9713,smt. anju,female
12912,papu devi,female
8074,naeem,male
11282,raman ,female
5698,ameer divan,male
12878,amna khatun,female
9354,ganesi devi,female
10162,tumpa,female
10888,beeti,female
6202,sakchan,male
5819,kamal yadav,male
14043,smt neeraj deve,female
6290,batu lal,male
14026,rekha meena,female
1528,sakal deep,male
13743,kritika,female
11483,natasha bhan,female
8108,tarun ,male
8867,switi,female
13823,kesnata devi ,female
11163,shri mati savita,female
13658,pooja khatri,female
9340,anita ,female
1951,chran singh,male
14713,smt manjula tirger,female
6655,ramotar,male
6413,raghubeer singh,male
6393,sudershan gopal,male
2909,laxmi narayan ,male
560,aakash ,male
900,mahbub ali,male
2103,rajeev giri ,male
12291,beena mandal,female
13581,bijali devi,female
4679,sanjeev ,male
3488,shushil,male
14524,priyanka ,female
3018,shailender,male
11116,nandu bai,female
1391,ritu raj,male
297,sonu ,male
15196,kirti,female
7579,rupesh rathor,male
4256,nijamuddin,male
384,sandeep kumar ,male
7405,manohar ,male
9906,miss badi,female
11009,neetu kumari,female
11277,paramjit kaur,female
14316,tara kanwar,female
5319,santi,male
12842,smt payal,female
6217,vishal anand,male
12923,tamsa,female
14805,roshan,female
217,pardep kumar meena,male
7142,bharat damor,male
4239,harprasad sahu,male
1852,anjali,male
6075,ganesh kumar,male
3852,chandra kanta jat,male
12465,pramil,female
5292,rajbir,male
13451,renu kumari,female
8788,gopi,female
1563,ramswaroop,male
8051,deepak kumar mishra,male
13718,ku. swati,female
15242,deepanti,female
2751,ram narayan,male
2913,sorab,male
5564,b r john,male
6843,rohit jain,male
12050,sajini,female
6010,varun ,male
9865,montu,female
10290,priya,female
14968,mitali sahu,female
4638,najim,male
503,dev,male
13955,sana fatma,female
649,kapil sahani,male
14790,guldasta ,female
517,sanjeev goswami,male
4907,ramesh chand,male
12934,smt kanchan,female
12876,monika tyagi,female
14232,shilpi,female
9116,chnda mali,female
5857,kabal singh,male
11666,rekha devi ,female
2039,piyush kalra,male
5178,tirlok singh,male
11111,farhana,female
3021,sheikh matin ,male
5386,parashram,male
15152,dipanshi,female
5421,yasin,male
611,radhey shyam verma,male
252,tanvir ahmad,male
7717,kamal kishore sharma,male
2643,anjrej ,male
6292,roop chand ,male
8484,ramsem,male
8295,raj tilak,male
719,ravi sinha,male
9901,puspa mintiz,female
2004,harib,male
2932,mohd firoz,male
11643,seema rathore,female
6837,sawali mahto,male
6527,sohan lal,male
12060,basanti joshi,female
2329,kouchu,male
2873,tulcharam,male
1638,prabhjeet singh,male
5396,gyanender singh  singh,male
14754,smt mamata,female
10444,premlata,female
7751,sandeep sharma,male
505,nikhil,male
15034,rawana khatoon,female
13642,chandni ,female
13364,smt kamla meena,female
8438,wazir azam,male
11631,kamlesh ,female
9917,sudama,female
5661,sidheswar,male
8483,khokan sarkar,male
9092,binnu,female
4113,armaan ,male
15002,jenab parvin,female
11642,sarmeela,female
4836,ujjawal upadhyay,male
13002,sarswati devi,female
2774,harji,male
3758,paramjit singh,male
9951,babali yadav,female
3511,surajpal,male
11685,pinki chanda,female
6827,mahbir parsad,male
8180,ankesh tiwari,male
2889,dr gopal bhagat,male
13257,khushbu lohar,female
688,rama ram,male
4489,akhilesh gupta,male
11152,sarah wells,female
14300,kamreen,female
7808,ravi teja nikkam,male
5786,jagbir singh,male
10752,priya devi,female
13298,munni,female
5794,hasir,male
4617,jogender singh,male
13949,fornta,female
3634,raju ram so harlal ji bishnoi r/o ramesh colony sa,male
1119,vijay pal,male
4810,raja,male
8082,deepak kamat,male
12271,shanu devi,female
38,sandeep kapoor,male
12808,suhani ,female
11001,श्रीमती टीना,female
8813,pinky ,female
3452,vishal tiwari,male
4439,munender bahuguna,male
3328,मुकेश,male
10547,smt. prami devi,female
10212,mahima,female
7523,dharmendra kumar,male
10447,kumari vinita,female
4316,chander parkash,male
1256,ghantoli,male
7703,navdeep rana ,male
2775,dayaram,male
1754,gd harendra yadav,male
13442,arti arora,female
9162,kasumbi,female
7067,dorilal,male
7241,dhanpat ram,male
10189,natasha,female
4937,sitaram,male
8569,kumari sajida,female
3304,sheikh azhar ali,male
14606,smt renu,female
14191,kumari pinku,female
7777,shukveer singh,male
11377,smt chetna verma,female
6875,afzal ali,male
13814,himansi,female
6420,nrotam dat,male
3322,nikhil kumar,male
8421,pawan alias lakshman,male
4464,shreeniwas sharma,male
12430,smt. tulasi devi,female
4645,kishan dutt,male
2338,mohd chand babu,male
3949,sunaina,male
12036,tranoom,female
7505,sh om prakash,male
427,dilip,male
8812,pramila,female
8988,yogesh,female
9306,suman ,female
11359,sonika sharma,female
2423,ketan,male
5330,virender kumar,male
14607,smt. anusuiya,female
14860,sukhvir kaur,female
7379,sahab singh,male
13208,smt. sobha,female
5638,jaiprakash,male
3959,mushrraf,male
7121,kishan lal,male
8588,km0 moni,female
5013,vude bhadur,male
10240,nitu ,female
5349,abhishek,male
3509,jai kishan gupta,male
1137,parvesh,male
8919,smt dhakha devi,female
2649,chiddu ram,male
6565,vinay kuma r,male
5507,tajinder,male
13576,bhawna jain,female
8472,sahwaj,male
7059,zamile amhed,male
6044,mustkeem,male
7965,altaf,male
101,kewal,male
7062,rakesh ,male
124,pramal mishra,male
265,vijay rajpoot,male
5869,राधेश्‍याम,male
905,ishwari prashad dube,male
47,sorabh,male
3264,md. mustak,male
14311,phul kumari,female
12813,murjina,female
3391,suraj sahay sharma,male
12664,poonam yadav,female
11735,anisha koirala,female
1102,nej bahadur thapa,male
9139,sawtri devi,female
3459,dharmendr,male
7434,budhu,male
6570,tahir,male
200,mohammad kaif,male
2258,ajab singh,male
7359,suchit jain,male
7490,tazaudeen ,male
8141,ravinder ,male
13248,santosh,female
13430,puja ,female
4300,jaipal singh,male
575,mohd azam,male
524,manish kushwaha ,male
10552,smt mina,female
687,vinay shankar chobda,male
2216,sri kant,male
6551,suresh singh,male
5577,noore alam,male
3789,md alamin,male
8646,satnam kaur,female
8117,nishal,male
7481,banty gupta,male
1110,toshar bhatiya,male
14036,nagma praveen,female
8476,umashanker,male
7747,deepak  kumar,male
10115,neetu pandit,female
14339,kanchan balai,female
13967,kumari asha,female
10739,manuja,female
13165,parmeshwari,female
5770,md. saleem,male
3122,mohd. amir,male
13953,bhawna sharma,female
6732,mohmmad  sarif,male
9337,pooja jayshwal,female
11097,bhteri,female
3386,ranjit,male
3527,rohthash,male
2118,puran,male
10013,lata sen,female
12083,baby kumari,female
8304,vinit tyagi,male
13939,jamna ,female
9399,karishma,female
5323,ram kumar sharma,male
8119,roshan singh,male
3305,jeetram,male
8539,sumitra bai,female
8405,aditya,male
184,akhil ravindran,male
10218,suman rao,female
4165,ganpati korada,male
3861,sahjad,male
6860,mohd nadeem,male
7269,kauslender  singh,male
8803,priya kmari maurya,female
1476,tushar saini ,male
4301,sri-suraj negi,male
2043,ramu ,male
6383,md. basir ,male
4368,aslam,male
14451,sweta sharma,female
10578,laxmi ,female
9483,sushela devi,female
6218,gopiram atal,male
14862,smt. meeno,female
2791,prhalad kumar,male
7918,rahul nath gupta,male
1517,sonu mishra,male
3476,ankit paswan,male
9450,radha ,female
14376,kusuma,female
3698,mohd zaid,male
2269,adil khan,male
3741,sundar singh,male
8631,aman deep kaur,female
4114,mohd. fahad,male
13123,puja,female
14126,lavli gupta,female
2601,surender kumar,male
2256,suhail,male
1730,vickky,male
923,chetanram,male
5197,vikash kumar keshari,male
13267,savita jain,female
7389,krishna pandey,male
11672,shanaz,female
6127,rakesh jatav,male
11462,preeti,female
4200,jigar,male
11785,marjina,female
10066,babali,female
2021,avdhesh kumar,male
3904,anil narula,male
1144,mohardi,male
11244,awshin,female
12317,husina,female
1610,shital,male
614,pradeep rawat,male
7988,bhagwat laxman rany,male
14343,sonaki devi,female
13182,shashi ,female
13530,bindu,female
939,braham singh,male
6306,shivam koushik,male
7256,begraj,male
4228,bhanu pratap,male
10271,purnima thapa,female
3436,amar pal,male
11702,smt bhavana,female
13104,premi,female
2682,ramchandra,male
1997,harsh,male
6284,ram niwas,male
8091,rahul ,male
14703,moral bai,female
8714,shankuntla,female
10662,javitri,female
13656,smt savita devi,female
10132,ram lal bhardwaj,female
10140,rashmi jhaa,female
10908,sangeeta mahali,female
7376,vijay kumar,male
14304,firdosh ,female
14055,neha dhiman,female
4940,maisan,male
2620,ikramuddin,male
5127,abdul hamid,male
3871,birgesh kumar gupta,male
13108,kavita,female
5296,balchand,male
9241,indira devi,female
14840,shaheen,female
12457,asha sharma,female
3638,sanjay kumar tripathi,male
3373,chander prakash bansal,male
6322,santosh kumar sukala,male
13397,manormapal,female
2718,mohd aakib,male
11868,smt seema,female
5999,vivek mishra,male
8775,charnjeet,female
7224,sahnabaj,male
4479,amit gupta,male
9217,poneem,female
1229,silender,male
5538,rajneesh bairwa,male
8031,bhim kumar ,male
13202,neha  gupta,female
4517,kalish,male
7041,bhupesh sharma,male
8262,naveen nischal,male
5248,ganga bishan bairwa,male
11626,smt mena,female
14465,pooja ,female
10912,smt salni devi,female
4264,vijaypal,male
12865,chanda ,female
14539,ममता,female
7215,ramjan,male
12749,shrimati marsi,female
4954,navin kumpawat,male
1193,lalit prasad,male
4684,lal bahadur jha,male
1778,abhay pratap,male
10082,jaiguna,female
3361,taar babu,male
3363,ankush,male
8311,pintu saini,male
7268,hemant ,male
7803,ghan shyam ,male
6987,sunil uref gouradhan jat,male
4511,babulal,male
1287,muntajar,male
6458,naveen seithi,male
4577,kuldeep,male
5262,asagar khan,male
9274,simran kaur,female
15086,dariya kanwar,female
8596,samya,female
6226,pramood,male
6316,tarun,male
5451,क़ष्‍णकान्‍त उर्फ,male
12415,labbhi,female
4550,istyak,male
6611,amar singh,male
3873,deen mohammad,male
1641,umesh kumar,male
11471,smt chanderpati,female
9521,kuntesh ,female
8921,najarana,female
10403,sandhya sharma,female
14154,kajal ,female
4713,jitender ,male
5957,jasbir singh ,male
4689,nazir ahmed,male
596,jeevan suyal,male
4450,iswer singh,male
966,vivek,male
14697,r .k. dahmi,female
9642,shiv kumari,female
14337,momina khatun,female
1890,kedarmal,male
14102,marium,female
8847,sulochna devi,female
3114,santu & ramesh,male
14398,ku. reetu,female
3768,shaboob,male
11220,jyoti kanwar,female
1117,naresh chauhan,male
14673,anara ,female
9327,harbai,female
2459,nanak prasad,male
4561,maksood mohd,male
4538,chitra,male
9959,nensi obroy,female
5601,akil,male
6163,suresh mehta,male
7794,dinesh chauhan,male
3936,naina,male
11805,sanju kanwar ,female
930,komal,male
773,manmohan kandwal,male
12459,km shivani,female
13803,ramjas,female
8920,smt kusum nagda,female
4486,ishwer das,male
6043,rakesh yadav,male
2596,lal ji parshad,male
1704,choga lal,male
14227,krishna,female
5502,rajeshwar,male
4270,manish kumar saket,male
13777,kanchan pandey,female
14169,lali ,female
11530,kamlesh ,female
14243,smt. krishana devi,female
14699,neha suman,female
8229,sabeer,male
11071,kamlesh kumari,female
8632,rajni kanwar,female
7265,mohd suhail,male
10967,runiya,female
12385,rajkumari ,female
681,sanjay mehta,male
11936,smt sajan kuwar,female
10484,rinki jaiswal,female
2164,upender khandelwal,male
8614,bhanwar kunwar,female
380,kunal kumar,male
4944,mahender pal,male
11645,sukhbir kaur,female
4630,dharmender kashyap,male
4919,sirajuddin,male
10792,fija khan,female
5291,hukam singh,male
973,gutam,male
6862,ramjani,male
8890,shama,female
8908,richa,female
10343,dipali,female
12220,rinesh,female
4188,faiz ahmad,male
3922,mahesh kumar yogi,male
14542,gyarsi,female
